id;title;text;date;link;author;hub;topic
1022782;Пара детективов с поиском багов в мобильных приложениях банков;"<img src=""https://habrastorage.org/getpro/habr/upload_files/c8b/0dc/1f0/c8b0dc1f090e403525d7f0dd36992f4c.png"" /><p>Пока оперативка дорожает из-за LLM, в банках очень много ручного тестирования. Покрытие автотестами не очень высокое, потому что их тоже надо писать с AI, а ИБ закономерно запрещает доступ к внешним облачным моделям. Мы не можем просто взять закрытый код банка и скормить его публичной нейросети.</p><p>По большей части на ручные тесты уезжают сверка логики процесса (end-to-end-сценар";2026-04-14 11:01:16;https://habr.com/ru/companies/centicore_group/articles/1022782/?utm_campaign=1022782&utm_source=habrahabr&utm_medium=rss;xForeYx (Centicore Group);mobile_dev;игры
1023082;ИИ-аватар по фото бесплатно: создаю говорящее видео из фотографии в Telegram за 2 минуты;"<p>Загружаешь фото, пишешь текст — через 2 минуты бот в Telegram присылает видео, где человек на фото произносит этот текст. Сделал бота AvatarBox на HeyGen API. Рассказываю пошагово: как подготовить фото, написать текст, выбрать голос, и для каких задач это реально полезно — видеовизитки, презентации, контент без показа лица. И что не работает: длинные видео, жесты, песни.</p> <a href=""https://habr.com/ru/articles/1023082/?utm_campaign=1023082&amp;utm_source=habrahabr&amp;utm_medium=rss#habracu";2026-04-13 22:02:12;https://habr.com/ru/articles/1023082/?utm_campaign=1023082&utm_source=habrahabr&utm_medium=rss;nlaik;mobile_dev;игры
1023006;Сделал MVP за 3 дня, а потом неделю прикручивал оплату. Оно того стоило?;"<img src=""https://habrastorage.org/getpro/habr/upload_files/8ae/ee3/6dc/8aeee36dcdde6e50cbdf106ab449abd4.jpg"" /><p>Как лучше запускать MVP — сразу с платной функциональностью или сначала сделать все бесплатным и собрать фидбек? Рассказываю, как это было у меня.</p> <a href=""https://habr.com/ru/articles/1023006/?utm_campaign=1023006&amp;utm_source=habrahabr&amp;utm_medium=rss#habracut"">Читать далее</a>";2026-04-13 16:11:49;https://habr.com/ru/articles/1023006/?utm_campaign=1023006&utm_source=habrahabr&utm_medium=rss;vital_pavlenko;mobile_dev;игры
1022756;Книга про разработку под iOS на русском: разбираем единственный актуальный учебник по SwiftUI;"<img src=""https://habrastorage.org/getpro/habr/upload_files/30a/9cf/61d/30a9cf61db32f7c00ffca39d9b3da2d9.jpg"" /><p>Если набрать в поиске «книга по SwiftUI на русском», результаты будут неожиданно скромными. Такие издания есть, но они либо выпущены уже довольно давно (как, например, <a href=""https://bhv.ru/product/razrabotka-prilozhenij-na-swift-i-swiftui-s-nulya-2-e-izdanie/"">наша книга Александра Казанцева</a>, либо представлены на английском, либо доступны в формате он-лайн курсов разной степе";2026-04-13 09:34:06;https://habr.com/ru/companies/bhv_publishing/articles/1022756/?utm_campaign=1022756&utm_source=habrahabr&utm_medium=rss;BHV_publishing (Издательство БХВ);mobile_dev;игры
1022546;Маяк в пустыне: Kotlin DSL для Android-шейдеров;"<img src=""https://habrastorage.org/getpro/habr/upload_files/c1d/c63/2ef/c1dc632ef842855ba7ddda531930e820.jpg"" /><p>Когда я впервые всерьёз сел писать AGSL под Android, ощущение было очень странное. С одной стороны - современный графический конвейер,&nbsp;<code>RuntimeShader</code>,&nbsp;<code>RenderEffect</code>, красивые эффекты и весь этот техно-киберпанк. С другой - шейдерный код живёт внутри строковых литералов,&nbsp;<code>uniform</code>-ы приходится объявлять и привязывать вручную, а отладк";2026-04-12 14:31:17;https://habr.com/ru/articles/1022546/?utm_campaign=1022546&utm_source=habrahabr&utm_medium=rss;red-byte;mobile_dev;игры
1022510;Мобильная разработка за неделю #627 (6 — 12 апреля);"<img src=""https://habrastorage.org/getpro/habr/upload_files/96f/392/f8a/96f392f8a05655892e25efa1da5c0c2d.jpg"" /><p>В новом дайджесте пружинная анимация и Kotlin без «воды, будущее Android-приложений с AppFunctions и путь к сингулярности, лампа с цифровым джинном, как Gemma 4 меняет правила игры, ошейники для коров, замена List, Remote Compose и многое другое. Заходите!</p> <a href=""https://habr.com/ru/articles/1022510/?utm_campaign=1022510&amp;utm_source=habrahabr&amp;utm_medium=rss#habracut"">Чи";2026-04-12 12:42:45;https://habr.com/ru/articles/1022510/?utm_campaign=1022510&utm_source=habrahabr&utm_medium=rss;RoboForm;mobile_dev;игры
1022422;Критическая уязвимость VLESS клиентов? Подержите мое пиво…;"<img src=""https://habrastorage.org/getpro/habr/upload_files/4ba/ab1/485/4baab1485d336f8455cba15897a64743.png"" /><p>Приветствую тебя, %USERNAME%! Ох и давно я не писал ничего на Хабр (10+ лет) — чернила высохли, перо затупилось. И все же, читая последние сводки, мой академический интерес проснулся.</p><p>Если вдруг пропустили и не понимаете о чем я, то информационный фон сейчас бурлит: тут и новости про то, как <a href=""https://habr.com/ru/news/1021908/"" rel=""noopener noreferrer nofollow"">большин";2026-04-12 11:55:13;https://habr.com/ru/articles/1022422/?utm_campaign=1022422&utm_source=habrahabr&utm_medium=rss;Wendor;mobile_dev;игры
1021162;[Перевод] Как я с помощью автоматизации выиграл iPhone от McDonald’s;"<img src=""https://habrastorage.org/getpro/habr/upload_files/5c4/82c/591/5c482c591605f659580f4a83a66168e8.png"" /><p>Несколько лет назад сеть McDonald проводила промо-акцию, в которой через простую мини-игру можно было выиграть iPhone. Называлась эта игра «FriesHit» и была доступна в мобильном приложении McDonald’s (бельгийская версия). Это просто примитивная тапалка, целью которой являлось занять первую строчку таблицы лидеров, чтобы заполучить заветный iPhone (или Samsung S10, если вы окажетесь ";2026-04-10 13:01:55;https://habr.com/ru/companies/ruvds/articles/1021162/?utm_campaign=1021162&utm_source=habrahabr&utm_medium=rss;Bright_Translate (RUVDS.com);mobile_dev;игры
1021790;FiT календарь тренировок — финал трилогии пет-проекта;"<img src=""https://habrastorage.org/getpro/habr/upload_files/0a0/50e/8d4/0a050e8d46b975aba4883f0cfde56f1c.jpg"" /><p>Год назад я опубликовал <a href=""https://habr.com/ru/articles/895296/"" rel=""noopener noreferrer nofollow"">первую статью</a> про разработку приложения календаря тренировок. Спустя 5 месяцев опубликовал <a href=""https://habr.com/ru/articles/943834/"" rel=""noopener noreferrer nofollow"">рассказ о 10 обновлениях</a>. Сейчас время финала истории - ещё 7 обновлений за 7 месяцев.</p><p>Сам р";2026-04-10 10:20:07;https://habr.com/ru/articles/1021790/?utm_campaign=1021790&utm_source=habrahabr&utm_medium=rss;dergunovs;mobile_dev;игры
1021726;Kotlin без «воды»: новая книга для тех, кто хочет изучить язык на практике;"<img src=""https://habrastorage.org/getpro/habr/upload_files/b99/130/b7a/b99130b7aa3e367a43e5121ae015dadc.jpg"" /><p>Некоторые языки программирования начинают по-настоящему ценить тогда, когда разработчик замечает: значительная часть усилий уходит на решение задачи, а не на борьбу с инструментом. Экосистема Java — хороший пример такого накопленного трения. Она несет в себе наследие решений, принятых десятилетия назад, притом они не обязательно плохие — просто раньше не учитывались те сценарии, кот";2026-04-10 09:00:58;https://habr.com/ru/companies/bhv_publishing/articles/1021726/?utm_campaign=1021726&utm_source=habrahabr&utm_medium=rss;BHV_publishing (Издательство БХВ);mobile_dev;игры
